"","Ds_Site_Esophagus","Ds_Site_Hypopharynx","Ds_Site_Larynx","Ds_Site_Lip_Oral_Cavity","Ds_Site_Nasal_Cavity","Ds_Site_Oropharynx","Sex","Smoking_PY","Stage_numeric","HPV_Positive","HPV_Unknown","RT_year","Age","BED_DI","BED_DD","predictions","variance.estimates","Ds_Site_Hypopharynx_SHAP","Ds_Site_Larynx_SHAP","Ds_Site_Lip_Oral_Cavity_SHAP","Ds_Site_Oropharynx_SHAP","Sex_SHAP","Smoking_PY_SHAP","Stage_numeric_SHAP","HPV_Positive_SHAP","HPV_Unknown_SHAP","RT_year_SHAP","Age_SHAP","BED_DD_SHAP"
"Age",0.12502480446817,0.115247925181399,0.0256279502541385,0.0275152604982383,-0.0697010028440571,-0.10447093513041,0.0338060731946478,0.0890498012000446,0.192079889213555,-0.0835577413099056,0.0767313053710045,0.0460871540192999,1,0.147406258723744,0.219379721440908,0.377141618623249,0.223440134415794,0.0883319872816036,-0.0824172989148784,-0.0286799474604526,0.0209833160131289,-0.0163597979358375,-0.0134375873885426,0.00168945937913043,0.0777731202214281,0.0346434544774643,-0.0279652787072416,0.453924062829269,-0.145571759773798
"BED_DI",0.0058768479228628,0.00407883034897576,-0.0168007486671145,0.012594856786391,-0.0192183286294465,0.00999625165896505,-0.0296933825613547,0.0422361802677203,-0.0365119145330369,0.00383787278254569,0.00362775443130714,0.0102970522606724,0.147406258723744,1,0.433154639296726,0.072837304576324,-0.0385176909825031,-0.0332007430315041,-0.0262484284904227,-0.00616429443688335,-0.00248079594052688,0.00528766988702052,0.000416157658317619,-0.013851455625105,-0.019780530292981,-0.0124601575799631,0.0191341074773852,0.100254208755243,-0.209975798286076
"BED_DD",0.0179490504690286,0.0368192336390872,-0.0175546682305098,0.0384671720412657,-0.082816570078501,-0.00442114216832892,0.0749006476745492,0.0261436984849503,-0.0109685037283661,-0.0251038686183906,-0.0111132477500501,0.219734790334519,0.219379721440908,0.433154639296726,1,0.100324632199477,-0.00709263043408053,0.00539650204352546,0.0293320022336273,-0.0275852714465399,-0.00903421043414655,-0.0448758847619765,0.00283611413776296,0.00381526817024886,-0.00614013679366526,-0.00872670052423708,-0.0161297352659494,0.149462030877649,-0.496241435289779
"predictions",0.0398610640608348,0.219310695888056,0.221875176929481,0.0773738682919154,0.0551117103879976,-0.357510681430188,-0.088472081447373,0.525732502221872,-0.00956395583891176,-0.629531335538284,0.387071425907103,-0.253552124366112,0.377141618623249,0.072837304576324,0.100324632199477,1,0.470992312876374,0.191644952704964,0.0773970096421051,-0.039047017768173,0.283175922859148,0.0695612029037814,0.339349033886696,-0.00478855687243521,0.377346873292809,0.284810745487024,0.299409988174059,0.379625591486701,-0.0447981506005981
"variance.estimates",0.0697208713198572,0.171520771813273,0.0654165774340219,0.0929101822854188,-0.0225087416351053,-0.196783322908913,-0.0144665575600274,0.375185800366469,0.042451827208832,-0.410844462735949,0.223573897747896,-0.28971911992182,0.223440134415794,-0.0385176909825031,-0.00709263043408053,0.470992312876374,1,0.127649692638008,0.0387371308001622,-0.0693848730103916,0.0952464079585104,0.0429567117937661,0.198943446064371,0.0351112050725129,0.207580116326331,0.0936848162966105,0.139379199136138,0.115270742756694,-0.00196357253661329
"Ds_Site_Hypopharynx_SHAP",-0.0146125219753024,0.766437630874601,-0.104746268354763,-0.0513974381401732,-0.0173942615324748,-0.36700680526313,0.0339517233590622,0.0784763848770088,0.0242935512001025,-0.23109773100372,0.263593575814599,-0.0785863429119084,0.0883319872816036,-0.0332007430315041,0.00539650204352546,0.191644952704964,0.127649692638008,1,0.189247144171307,-0.00286077330524629,0.316569608070154,0.00725526038875227,-0.158689839580608,0.1189784065745,0.299776757576839,0.226938953539555,0.100057515271562,0.0294341811482697,0.0452707265589928
"Ds_Site_Larynx_SHAP",0.0167489940123244,0.132641710210901,-0.378300055604938,0.0685417207905105,0.0203455484340525,0.178705742169595,0.00259409091939565,-0.0874559760174901,0.0324874408091246,0.04861410613198,-0.174477745940552,-0.0281249333544101,-0.0824172989148784,-0.0262484284904227,0.0293320022336273,0.0773970096421051,0.0387371308001622,0.189247144171307,1,-0.0867023832604784,-0.0410536141482843,0.0669811796053812,0.0613570168390036,0.350559042352681,-0.216541010478837,0.00528436827689269,0.0669661972817836,0.093784777650856,0.0227938404399041
"Ds_Site_Lip_Oral_Cavity_SHAP",0.0134671969292347,0.0562501339346972,0.0514852040913157,-0.749795455293653,0.0198633580825107,0.189812638938635,0.0457642604386581,0.0165813182201419,-0.0278654812626718,0.116880656282623,-0.17673909630308,0.0270584764392515,-0.0286799474604526,-0.00616429443688335,-0.0275852714465399,-0.039047017768173,-0.0693848730103916,-0.00286077330524629,-0.0867023832604784,1,-0.111774187783467,-0.141685894816361,0.117197307536169,-0.086943873546704,-0.166873974137101,-0.20693501687308,0.0305452607246328,-0.00159933366938858,0.0145298779315421
"Ds_Site_Oropharynx_SHAP",0.019250576951325,0.17572428242948,0.222190288221407,0.0733300749050668,0.151334765096879,-0.351071764461193,-0.0622727792049642,0.0812593056703734,-0.130910618743473,-0.296049527740925,0.229348392112027,-0.010959437331935,0.0209833160131289,-0.00248079594052688,-0.00903421043414655,0.283175922859148,0.0952464079585104,0.316569608070154,-0.0410536141482843,-0.111774187783467,1,0.00518228324321566,-0.155927443042597,-0.450887991911817,0.746800053050543,0.803287319614042,0.169311403684204,-0.276993000846935,0.0890123329002449
"Sex_SHAP",0.00274034974094141,-0.0215664842290061,0.00444474756456618,0.0509337963564983,0.0649777264230903,-0.0261648985537409,-0.501343032889626,-0.0871367698137388,-0.0126236570170411,-0.0751890326697196,0.0035899550842545,-0.045319746351431,-0.0163597979358375,0.00528766988702052,-0.0448758847619765,0.0695612029037814,0.0429567117937661,0.00725526038875227,0.0669811796053812,-0.141685894816361,0.00518228324321566,1,0.137600617920032,0.11742065194797,-0.0738841242648646,0.0386307618081156,-0.410412844793433,0.071965909439615,-0.0487632480018166
"Smoking_PY_SHAP",-0.0163308865875287,0.0510874613169688,0.0704643751741182,-0.0128061053686542,0.0207744354576967,-0.0843383415204869,0.056502508405945,0.452249983130391,0.0101656836050593,-0.158370750989378,0.0706447180571937,0.00338646245882119,-0.0134375873885426,0.000416157658317619,0.00283611413776296,0.339349033886696,0.198943446064371,-0.158689839580608,0.0613570168390036,0.117197307536169,-0.155927443042597,0.137600617920032,1,-0.0815919757831526,-0.117950663011327,-0.0741473218731167,-0.403374248005559,-0.269022734275788,-0.255224528770395
"Stage_numeric_SHAP",-0.0334939680028197,0.0135056306757618,-0.0504096110900725,0.0126747915276032,-0.0464949106935369,0.0442259899642277,0.0102595923197611,-0.000533008813510657,0.196390475086099,0.0291812437261405,-0.0251585461845093,-0.0247360349361968,0.00168945937913043,-0.013851455625105,0.00381526817024886,-0.00478855687243521,0.0351112050725129,0.1189784065745,0.350559042352681,-0.086943873546704,-0.450887991911817,0.11742065194797,-0.0815919757831526,1,-0.493640305392936,-0.44972067896948,-0.0250685836854062,0.443257479657796,0.0284999854262256
"HPV_Positive_SHAP",0.0352958340958368,0.153056053917687,0.168565083309176,0.101249454539252,0.0552955894393716,-0.283034684395549,-0.0808736889689562,0.174243018604454,-0.0437743163262201,-0.524743956714804,0.314358115412809,-0.0582556338489811,0.0777731202214281,-0.019780530292981,-0.00614013679366526,0.377346873292809,0.207580116326331,0.299776757576839,-0.216541010478837,-0.166873974137101,0.746800053050543,-0.0738841242648646,-0.117950663011327,-0.493640305392936,1,0.736999776884661,0.174000257845997,-0.35503392848955,0.0221127498318016
"HPV_Unknown_SHAP",0.0546719562507679,0.109139758385929,0.119056282890278,0.0989149349652922,0.0839510823024691,-0.227445081231663,-0.0492550106818007,0.050926449928943,-0.0594500557215434,-0.300669039342433,0.321699129326025,-0.0424504164467006,0.0346434544774643,-0.0124601575799631,-0.00872670052423708,0.284810745487024,0.0936848162966105,0.226938953539555,0.00528436827689269,-0.20693501687308,0.803287319614042,0.0386307618081156,-0.0741473218731167,-0.44972067896948,0.736999776884661,1,0.175566671012664,-0.368934965138447,0.0804859206671978
"RT_year_SHAP",-0.00273298412769424,0.0352780096031456,0.0150893335212958,0.00706030126884737,-0.0100408241632367,-0.0329953842967926,-0.0475188328799118,0.0538284471822926,-0.00754946267627731,-0.101391820390028,0.0796734651743392,-0.427335366332845,-0.0279652787072416,0.0191341074773852,-0.0161297352659494,0.299409988174059,0.139379199136138,0.100057515271562,0.0669661972817836,0.0305452607246328,0.169311403684204,-0.410412844793433,-0.403374248005559,-0.0250685836854062,0.174000257845997,0.175566671012664,1,0.0856897665109816,0.326609017348467
"Age_SHAP",0.0381354449602052,0.0416556255581812,0.0605665317588485,0.00512705673189615,-0.0131014658747721,-0.0778284397578282,0.0141375042025914,0.033908613542358,0.0149217202186529,-0.102669774581195,0.0796882901828365,0.00260920508661421,0.453924062829269,0.100254208755243,0.149462030877649,0.379625591486701,0.115270742756694,0.0294341811482697,0.093784777650856,-0.00159933366938858,-0.276993000846935,0.071965909439615,-0.269022734275788,0.443257479657796,-0.35503392848955,-0.368934965138447,0.0856897665109816,1,-0.0208429278957376
"BED_DD_SHAP",-0.00928436824179548,-0.00883520531418837,0.024677177525077,-0.017091229456833,0.0645443779608466,-0.0228742560976319,-0.0634761744789181,0.010001845940414,-0.0231790332612619,-0.0211967963678538,0.0352757042155782,-0.123713451185603,-0.145571759773798,-0.209975798286076,-0.496241435289779,-0.0447981506005981,-0.00196357253661329,0.0452707265589928,0.0227938404399041,0.0145298779315421,0.0890123329002449,-0.0487632480018166,-0.255224528770395,0.0284999854262256,0.0221127498318016,0.0804859206671978,0.326609017348467,-0.0208429278957376,1
